NO_OF_FRAMES	256
NO_OF_CAMERAS	0
NO_OF_MARKERS	22
FREQUENCY	30
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION--	
TIME_STAMP--	
DATA_INCLUDED	3D
MARKER_NAMES	Head	neck	lsho	lelb	lwri	lhan	rsho	relb	rwri	rhan	t10	root	lhip	lknee	lank	lfoot	ltoe	rhip	rknee	rank	rfoot	rtoe
0.6506439	0.5609245	0.883535	0.62790084	0.5592036	0.7543628	0.63157064	0.62774473	0.7669098	0.63127357	0.66097	0.6508956	0.63771486	0.63497424	0.5884307	0.64544386	0.635647	0.56669974	0.6668272	0.5036446	0.772772	0.6657559	0.4562729	0.6617273	0.6785883	0.45550975	0.6163587	0.67198277	0.437079	0.600619	0.56432897	0.5467435	0.639101	0.5470157	0.5470157	0.5470157	0.6281674	0.63395	0.52393967	0.6723415	0.66576034	0.30084664	0.587397	0.6589272	0.12679555	0.6350378	0.6565585	0.09210324	0.66367704	0.66597176	0.0898224	0.6619675	0.5029724	0.52983975	0.6904413	0.4763281	0.29973114	0.61713076	0.43982002	0.12388038	0.66244227	0.45096397	0.09550054	0.6877281	0.45340702	0.09109372
0.649451	0.56225276	0.88420945	0.6267501	0.55986273	0.755094	0.62869775	0.6277696	0.7676382	0.62635076	0.660675	0.6517055	0.63051504	0.637455	0.5881196	0.63670087	0.6387998	0.56627506	0.6666185	0.5055008	0.77325726	0.6673022	0.46045792	0.6628021	0.68169874	0.46033695	0.6195071	0.67558694	0.44248617	0.6044569	0.5639776	0.5467258	0.6394644	0.547161	0.547161	0.547161	0.6269395	0.6363826	0.5250022	0.6711953	0.6711058	0.30187118	0.582809	0.66655403	0.12928678	0.6301012	0.66411203	0.093995385	0.6588505	0.673431	0.091674216	0.6637018	0.50560373	0.5309316	0.6940374	0.4787133	0.30040595	0.6190813	0.44029483	0.12500265	0.6648485	0.45259497	0.09684579	0.690581	0.45578098	0.09268012
0.6475416	0.56323063	0.8840971	0.6249903	0.56012785	0.7552446	0.62511426	0.62725824	0.76776785	0.6206324	0.6599142	0.6521231	0.62254953	0.63965213	0.5875757	0.6271742	0.6416887	0.5656348	0.6657618	0.507126	0.7731408	0.66845906	0.46457034	0.6635542	0.6844474	0.46498922	0.6226098	0.6788769	0.44774148	0.6083681	0.563257	0.5463471	0.6393956	0.5470126	0.5470126	0.5470126	0.6253374	0.6383017	0.52581364	0.6697032	0.67581654	0.3029654	0.5780511	0.67361945	0.13208038	0.6249384	0.67110884	0.09624617	0.653762	0.6803102	0.0938925	0.66489303	0.50792766	0.5317977	0.6969317	0.48071465	0.30119035	0.6203226	0.44052914	0.12660532	0.6663867	0.45385835	0.09864113	0.6924986	0.45773107	0.094704516
0.64556855	0.564351	0.88434106	0.6232355	0.5604833	0.7556888	0.6214436	0.6268389	0.7681901	0.6147789	0.6593645	0.6527931	0.61451554	0.64215684	0.5873327	0.6175989	0.6448928	0.56527114	0.66495186	0.5088907	0.77334374	0.6699045	0.46887505	0.66467637	0.6875161	0.46971628	0.6262378	0.68250847	0.45304766	0.6128875	0.56265086	0.5460556	0.6395315	0.5470157	0.5470157	0.5470157	0.6239728	0.64034	0.5267651	0.66855824	0.68057525	0.3040439	0.5736387	0.68077147	0.13472438	0.6201685	0.67819196	0.09833539	0.64909095	0.68727237	0.095953606	0.6662309	0.51030195	0.53284746	0.69989026	0.48262468	0.30201402	0.6214731	0.44072598	0.12824482	0.66776884	0.45498317	0.10037883	0.6942472	0.45949382	0.09664811
0.6434902	0.56562084	0.8848501	0.62145764	0.560932	0.7563658	0.61766136	0.6265008	0.76883143	0.6088085	0.6589887	0.6536634	0.606458	0.6449078	0.58737105	0.6080422	0.6483396	0.5651726	0.66414833	0.51081085	0.77381116	0.6715789	0.47338635	0.66614264	0.690818	0.4745195	0.6303424	0.6863832	0.45840067	0.617964	0.5621476	0.5458469	0.63984096	0.547161	0.547161	0.547161	0.622815	0.6424733	0.52784675	0.66771066	0.6853352	0.30513775	0.56954336	0.6879395	0.1372852	0.61575603	0.6852908	0.100341484	0.64479566	0.69424534	0.09793727	0.6676836	0.5127307	0.5340749	0.702889	0.48444682	0.3029239	0.6225319	0.4408866	0.13000168	0.6689821	0.4559705	0.102141425	0.69580984	0.46107182	0.09859259
0.64068216	0.56658876	0.8845422	0.6190814	0.56102836	0.7564383	0.6132092	0.62567776	0.7688203	0.60222894	0.6581427	0.6540749	0.5979219	0.6472571	0.58717453	0.5980718	0.65136594	0.5648679	0.6626888	0.5125329	0.7736839	0.67277867	0.47780067	0.6673012	0.6935867	0.47908136	0.6342974	0.689729	0.46350268	0.62298465	0.561285	0.5452942	0.639712	0.5470126	0.5470126	0.5470126	0.62128425	0.64408773	0.52865326	0.6664864	0.6893865	0.3062555	0.5652834	0.6943767	0.14008318	0.61113566	0.69166315	0.102659084	0.64025533	0.7004712	0.10024293	0.66858894	0.5148445	0.5350675	0.7052106	0.4858623	0.30394575	0.6229428	0.44076806	0.13222171	0.66938114	0.4565504	0.10432381	0.6964911	0.4621869	0.10093777
0.6377829	0.56775874	0.88456154	0.6167063	0.5612636	0.75678325	0.6086894	0.6250021	0.76904815	0.59567344	0.65751344	0.65467274	0.58956736	0.6498381	0.5872646	0.5883758	0.654607	0.5648345	0.6612541	0.5144395	0.77388734	0.6741709	0.48239797	0.6688564	0.6965057	0.4836755	0.6386873	0.69320697	0.4685828	0.62849563	0.56054026	0.54484683	0.63978237	0.5470157	0.5470157	0.5470157	0.6199817	0.64583105	0.5295844	0.6655728	0.6934577	0.30732518	0.5613449	0.70078516	0.14269058	0.60689265	0.6980056	0.1047864	0.6361152	0.706667	0.10236353	0.66964656	0.51701844	0.53624165	0.7076399	0.48718742	0.3050131	0.62333035	0.44058946	0.1344698	0.6696866	0.4569761	0.10642979	0.6970689	0.46310496	0.103178576
0.6347488	0.56913996	0.8848159	0.61430144	0.5616439	0.75733966	0.60408133	0.62446874	0.76943874	0.5891692	0.65707916	0.6554015	0.58144987	0.65261734	0.5876128	0.57903004	0.65802765	0.5650516	0.6597952	0.516545	0.7743687	0.6756766	0.48717526	0.67078614	0.6994735	0.48829347	0.6434542	0.69670564	0.47362643	0.6344278	0.55989915	0.54450274	0.64002144	0.547161	0.547161	0.547161	0.61887753	0.6476786	0.5306323	0.6649237	0.6975141	0.30838466	0.5577015	0.7071016	0.14518057	0.60299164	0.7042562	0.10680639	0.6323324	0.71277064	0.10438196	0.6708243	0.51925653	0.53759146	0.71015	0.48843426	0.30617112	0.6236898	0.44036537	0.13682447	0.6698827	0.4572629	0.10854179	0.69752306	0.46384305	0.10539722
0.63097143	0.57027566	0.8842233	0.6113028	0.56172454	0.75726867	0.5988557	0.6235204	0.7691176	0.5822632	0.656215	0.65559745	0.57315886	0.6549622	0.58769554	0.56964934	0.66098577	0.5650417	0.65765035	0.5184824	0.7742695	0.67656785	0.49178547	0.6724318	0.7016999	0.49258536	0.64794046	0.6994306	0.47830164	0.6401218	0.55890125	0.5438398	0.6398173	0.5470126	0.5470126	0.5470126	0.61739963	0.6490072	0.5313891	0.66387385	0.70083827	0.30944404	0.5538933	0.7125602	0.14786766	0.59888756	0.709656	0.109107584	0.6283051	0.7180099	0.10669054	0.6714551	0.52117705	0.5386979	0.7120098	0.48928627	0.30743787	0.6234605	0.43986708	0.13961662	0.66932136	0.45715356	0.11104297	0.69715434	0.46413362	0.10798186
0.62707037	0.5716773	0.88392735	0.608293	0.5619993	0.7574495	0.5935899	0.6227889	0.76897615	0.5755452	0.6556183	0.65590924	0.5652915	0.6575497	0.5880307	0.56084347	0.6641729	0.5652799	0.6554842	0.520642	0.77451664	0.6775061	0.4965187	0.67450726	0.70388424	0.4968475	0.652754	0.7020684	0.4828665	0.6461463	0.55801636	0.54330623	0.63980865	0.5470157	0.5470157	0.5470157	0.6161423	0.6504752	0.53226304	0.6631085	0.7041979	0.31044558	0.5503817	0.7179225	0.15034963	0.595136	0.7149631	0.1112076	0.62464863	0.7231633	0.10880081	0.67224526	0.52316815	0.5399848	0.7140183	0.4900765	0.30875176	0.6232663	0.43932432	0.14242354	0.66872334	0.45691726	0.1134509	0.69674265	0.46426216	0.11044282
